Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
2019,Ca,ku,Wi,19.0,18.0,77.285,0.0,DNF,67.0,38.0,23.119,No rain,-4.97,57,6.69,0.0,2
2021,Me,ha,Me,2.0,2.0,79.82,18.0,Finished,71.0,29.0,22.373,No rain,23.88,23,4.12,0.0,1
2024,Au,hu,,,,,,DNF,,11.0,22.355,No rain,-2.06,86,1.54,0.0,2
2020,Tu,ha,Me,1.0,1.0,78.833,26.0,Finished,59.0,7.0,17.536,No rain,5.13,81,2.59,0.0,2
2021,Un,pe,,,,,,DNF,,12.0,25.018,Rain,17.84,85,3.09,0.0,2
2024,Me,le,Fe,4.0,3.0,78.336,16.0,Finished,71.0,69.0,22.690,No rain,23.88,23,4.12,0.0,2
2022,Me,al,Al,9.0,19.0,82.866,0.0,DNF,63.0,40.0,23.159,No rain,23.88,23,4.12,0.0,1
2024,Sã,bo,Sa,11.0,13.0,82.877,0.0,Finished,69.0,,,No rain,21.25,86,4.63,0.0,0
2021,Me,ve,As,9.0,7.0,80.46000000000001,6.0,+1 Lap,70.0,33.0,22.277,No rain,23.88,23,4.12,0.0,1
2022,Br,mi,,,,,,DNF,,19.0,29.147,No rain,4.18,97,2.28,0.0,2
2021,Br,ve,As,8.0,19.0,93.059,0.0,DNF,40.0,18.0,28.145,No rain,4.18,97,2.28,0.0,2
2022,Az,le,Fe,1.0,19.0,107.531,0.0,DNF,21.0,9.0,23.212,Rain,4.97,75,12.35,0.0,1
2022,Ca,bo,Al,11.0,7.0,77.01,6.0,Finished,70.0,49.0,26.089,No rain,-4.97,57,6.69,0.0,1
2022,Si,pe,,,,,,DNF,,35.0,29.550,No rain,26.92,87,1.03,0.0,1
2023,Sã,ga,Al,15.0,7.0,74.521,6.0,Finished,71.0,2.0,23:36.706,No rain,21.25,86,4.63,0.0,2
2022,Au,ma,,,,,,DNF,,13.0,22.022,No rain,-2.06,86,1.54,0.0,2
2021,St,ru,Wi,10.0,19.0,70.499,0.0,DNF,36.0,26.0,46.315,No rain,-2.06,86,1.54,0.0,2
2022,Si,ri,Mc,16.0,5.0,111.006,10.0,Finished,59.0,36.0,30.946,No rain,26.92,87,1.03,0.0,1
2021,Tu,ha,Me,11.0,5.0,92.763,10.0,Finished,58.0,50.0,22.684,No rain,5.73,65,4.63,0.0,1
2022,Mo,mi,,,,,,DNF,,4.0,27.637,No rain,11.92,73,3.6,0.0,2
2021,Sã,ma,Ha,19.0,17.0,74.95400000000001,0.0,+2 Laps,69.0,7.0,17.995,No rain,21.25,86,4.63,0.0,1
2023,Un,al,Wi,15.0,9.0,101.37100000000001,2.0,Finished,56.0,29.0,24.354,Rain,17.84,85,3.09,0.0,2
2023,Hu,bo,Al,7.0,12.0,83.651,0.0,+1 Lap,69.0,9.0,22.114,No rain,1.26,70,3.09,0.0,2
2019,Fr,bo,Me,2.0,2.0,93.586,18.0,Finished,53.0,23.0,30.412,No rain,8.64,77,3.73,0.1,1
2022,Ja,mi,,,,,,DNF,,2.0,6:40.857,No rain,7.84,72,6.85,0.0,1
2024,Be,ga,Al,12.0,13.0,107.418,0.0,Finished,44.0,9.0,22.900,Rain,-1.91,100,2.57,0.0,2
2024,Sã,no,Mc,1.0,6.0,81.517,8.0,Finished,69.0,32.0,23:35.363,No rain,21.25,86,4.63,0.0,2
2024,Be,no,Mc,4.0,5.0,105.563,10.0,Finished,44.0,29.0,22.610,Rain,-1.91,100,2.57,0.0,2
2020,Tu,ke,,,,,,DNF,,8.0,24.552,No rain,5.73,65,4.63,0.0,2
2019,Me,ri,Re,13.0,8.0,80.146,4.0,Finished,71.0,50.0,22.345,No rain,23.88,23,4.12,0.0,1
2022,Az,ve,As,9.0,6.0,108.206,8.0,Finished,51.0,9.0,20.249,Rain,4.97,75,12.35,0.0,1
2022,Az,pe,,,,,,DNF,,33.0,22.349,Rain,4.97,75,12.35,0.0,2
2019,Ch,ru,Wi,17.0,16.0,97.283,0.0,+2 Laps,54.0,22.0,24.332,No rain,2.99,75,4.0,0.0,1
2019,Br,ga,Re,5.0,4.0,89.544,12.0,Finished,52.0,12.0,27.905,No rain,4.18,97,2.28,0.0,1
2023,Au,ke,,,,,,DNF,,2.0,25.654,No rain,-2.06,86,1.54,0.0,2
2022,Ab,pe,,,,,,DNF,,15.0,21.360,No rain,21.1,68,2.06,0.0,2
2020,Ba,al,Re,4.0,3.0,93.684,15.0,Finished,57.0,19.0,24.172,No rain,21.05,72,5.45,0.0,2
2022,Be,no,Mc,17.0,12.0,111.678,0.0,Finished,44.0,29.0,23.560,Rain,-1.91,100,2.57,0.0,2
2021,Hu,ma,,,,,,DNF,,2.0,24:16.349,No rain,1.26,70,3.09,0.0,2
2023,Au,pi,Mc,13.0,16.0,69.862,0.0,+1 Lap,70.0,2.0,17.324,No rain,-2.06,86,1.54,0.0,1
2022,Em,st,As,15.0,10.0,81.75,1.0,+1 Lap,62.0,18.0,32.667,Rain,4.34,96,2.91,1.33,1
2022,Du,ga,Al,11.0,11.0,75.16499999999999,0.0,Finished,72.0,11.0,18.789,No rain,1.59,88,3.6,0.0,2
2019,Br,ra,,,,,,DNF,,21.0,23.463,No rain,21.25,86,4.63,0.0,1
2021,Me,ma,,,,,,DNF,,33.0,21.908,No rain,23.88,23,4.12,0.0,1
2023,Mi,ru,Me,6.0,4.0,91.015,12.0,Finished,57.0,17.0,22.335,No rain,22.99,64,8.23,0.0,1
2024,La,ru,Me,1.0,1.0,95.717,25.0,Finished,50.0,12.0,21.072,No rain,14.64,31,1.54,0.0,1
2020,It,no,Mc,6.0,4.0,84.232,12.0,Finished,53.0,22.0,24.612,Rain,5.0,87,0.45,1.0,2
2024,Em,sa,Fe,4.0,5.0,80.22,10.0,Finished,63.0,27.0,30.508,Rain,4.34,96,2.91,1.33,1
2024,Du,ru,Me,4.0,7.0,73.92699999999999,6.0,Finished,72.0,25.0,21.846,No rain,1.59,88,3.6,0.0,2
2020,Po,sa,Mc,7.0,6.0,80.268,8.0,+1 Lap,65.0,26.0,27.299,No rain,10.33,88,1.9,0.0,1
2020,Ei,sa,Mc,10.0,5.0,90.129,10.0,Finished,60.0,28.0,22.641,No rain,-2.31,93,3.09,0.0,2
2019,Ch,ga,Re,6.0,6.0,94.74199999999999,9.0,Finished,56.0,19.0,22.301,No rain,2.99,75,4.0,0.0,1
2020,Au,ru,Wi,17.0,15.0,69.31700000000001,0.0,DNF,49.0,25.0,21.417,No rain,-2.06,86,1.54,0.0,1
2020,Tu,ve,Fe,11.0,3.0,99.662,15.0,Finished,58.0,8.0,24.022,No rain,5.73,65,4.63,0.0,2
2022,Un,ha,Me,3.0,2.0,99.83,18.0,Finished,56.0,34.0,24.135,Rain,17.84,85,3.09,0.0,2
2019,Sp,gi,Al,18.0,16.0,81.833,0.0,Finished,66.0,41.0,23.507,No rain,9.61,85,3.09,0.0,2
2020,It,bo,Me,2.0,5.0,83.961,10.0,Finished,53.0,26.0,25:22.264,Rain,5.0,87,0.45,1.0,2
2024,Sp,pe,,,,,,DNF,,31.0,21.464,No rain,9.61,85,3.09,0.0,2
2020,Ba,no,Mc,9.0,4.0,93.588,12.0,Finished,57.0,1.0,19:13.898,No rain,21.05,72,5.45,0.0,2
2020,St,le,Fe,14.0,19.0,95.37899999999999,0.0,DNF,4.0,1.0,39.715,No rain,-2.06,86,1.54,0.0,1
2021,Me,le,Fe,8.0,5.0,80.66499999999999,10.0,Finished,71.0,30.0,22.085,No rain,23.88,23,4.12,0.0,1
2023,Hu,ga,Al,15.0,20.0,,0.0,DNF,1.0,,,No rain,1.26,70,3.09,0.0,0
2020,Sp,no,Mc,8.0,10.0,82.392,1.0,+1 Lap,65.0,21.0,22.099,No rain,9.61,85,3.09,0.0,2
2023,Ab,ga,Al,10.0,13.0,89.01599999999999,0.0,Finished,58.0,32.0,23.478,No rain,21.1,68,2.06,0.0,2
2024,Qa,pe,,,,,,DNF,,,,No rain,20.97,72,3.43,0.0,0
2024,Hu,oc,Al,19.0,18.0,81.61,0.0,+1 Lap,69.0,30.0,21.444,No rain,1.26,70,3.09,0.0,2
2024,Az,le,Fe,1.0,2.0,107.06700000000001,18.0,Finished,51.0,16.0,20.671,Rain,4.97,75,12.35,0.0,1
2023,Me,pi,Mc,7.0,8.0,82.76,4.0,Finished,71.0,34.0,20:19.064,No rain,23.88,23,4.12,0.0,2
2024,Sã,bo,Sa,11.0,13.0,82.877,0.0,Finished,69.0,,,No rain,21.25,86,4.63,0.0,0
2022,Si,ma,,,,,,DNF,,40.0,29.775,No rain,26.92,87,1.03,0.0,2
2020,Hu,la,Wi,15.0,19.0,81.19800000000001,0.0,DNF,65.0,3.0,21.596,No rain,1.26,70,3.09,0.0,3
2024,Br,zh,Sa,14.0,18.0,91.014,0.0,+2 Laps,50.0,12.0,29.178,No rain,4.18,97,2.28,0.0,3
2022,Az,ri,Mc,12.0,8.0,108.27600000000001,4.0,Finished,51.0,33.0,21.794,Rain,4.97,75,12.35,0.0,1
2022,Hu,ri,Mc,9.0,15.0,83.654,0.0,+1 Lap,69.0,15.0,21.558,No rain,1.26,70,3.09,0.0,1
2019,Az,st,Ra,13.0,9.0,106.009,2.0,Finished,51.0,10.0,23.099,Rain,4.97,75,12.35,0.0,1
2023,Un,oc,Al,8.0,18.0,104.789,0.0,DNF,6.0,,,Rain,17.84,85,3.09,0.0,0
2019,Ch,bo,Me,1.0,2.0,94.872,18.0,Finished,56.0,21.0,22.196,No rain,2.99,75,4.0,0.0,1
2023,Au,zh,Al,17.0,12.0,69.786,0.0,+1 Lap,70.0,8.0,24.374,No rain,-2.06,86,1.54,0.0,2
2021,Fr,le,Fe,7.0,16.0,97.681,0.0,+1 Lap,52.0,38.0,31.368,No rain,8.64,77,3.73,0.1,2
2022,Br,pe,,,,,,DNF,,1.0,50:34.772,No rain,4.18,97,2.28,0.0,2
2020,Tu,st,Ra,6.0,13.0,82.068,0.0,DNF,42.0,8.0,23:59.578,No rain,5.13,81,2.59,0.0,2
2021,Em,ma,Ha,19.0,17.0,80.402,0.0,+2 Laps,61.0,23.0,31.500,Rain,4.34,96,2.91,1.33,2
2020,Au,ru,Wi,17.0,15.0,69.31700000000001,0.0,DNF,49.0,25.0,21.417,No rain,-2.06,86,1.54,0.0,1
2020,Ei,ri,Re,6.0,3.0,89.584,15.0,Finished,60.0,44.0,22.530,No rain,-2.31,93,3.09,0.0,2
2021,Sa,bo,Me,2.0,3.0,91.408,15.0,Finished,50.0,13.0,16:35.942,No rain,26.03,53,2.06,0.0,2
2019,Un,al,Re,6.0,5.0,98.029,10.0,Finished,56.0,20.0,23.213,Rain,17.84,85,3.09,0.0,3
2023,Ba,ha,Me,7.0,5.0,96.54599999999999,10.0,Finished,57.0,30.0,24.690,No rain,21.05,72,5.45,0.0,2
2022,Sã,mi,,,,,,DNF,,24.0,24.487,No rain,21.25,86,4.63,0.0,1
2021,Az,ru,Wi,15.0,17.0,105.959,0.0,DNF,48.0,34.0,20.029,Rain,4.97,75,12.35,0.0,2
2022,Ab,ma,,,,,,DNF,,20.0,22.735,No rain,21.1,68,2.06,0.0,1
2019,Br,bo,Me,1.0,2.0,87.406,18.0,Finished,52.0,16.0,28.493,No rain,4.18,97,2.28,0.0,2
2020,Hu,kv,Al,17.0,12.0,80.946,0.0,+1 Lap,69.0,1.0,23.568,No rain,1.26,70,3.09,0.0,2
2024,Ja,pi,Mc,6.0,8.0,94.80199999999999,4.0,Finished,53.0,1.0,26:20.204,No rain,7.84,72,6.85,0.0,2
2022,Si,ru,Me,0.0,14.0,106.458,0.0,+2 Laps,57.0,51.0,29.893,No rain,26.92,87,1.03,0.0,4
2023,Au,no,Mc,4.0,4.0,68.739,12.0,Finished,71.0,14.0,21.290,No rain,-2.06,86,1.54,0.0,2
2022,Mo,ma,,,,,,DNF,,22.0,26.930,No rain,11.92,73,3.6,0.0,2
2022,Hu,no,Mc,4.0,7.0,83.043,6.0,Finished,70.0,14.0,23.567,No rain,1.26,70,3.09,0.0,1
2024,Ba,st,As,12.0,10.0,95.632,1.0,Finished,57.0,27.0,24.545,No rain,21.05,72,5.45,0.0,2
2019,Az,ke,,,,,,DNF,,7.0,20.118,Rain,4.97,75,12.35,0.0,2
2024,Mo,ma,,,,,,DNF,,2.0,23.813,No rain,11.92,73,3.6,0.0,2
2022,Au,ha,Me,5.0,4.0,81.886,12.0,Finished,58.0,22.0,17.877,No rain,17.76,67,0.89,0.0,1
2022,Ca,no,Mc,14.0,15.0,77.495,0.0,Finished,70.0,42.0,24.134,No rain,-4.97,57,6.69,0.0,2
2022,Mo,no,Mc,5.0,6.0,74.693,9.0,Finished,64.0,17.0,24.872,No rain,11.92,73,3.6,0.0,2
2019,Ba,ku,Wi,20.0,16.0,97.90299999999999,0.0,+2 Laps,55.0,27.0,24.313,No rain,21.05,72,5.45,0.0,2
2021,Ab,ri,Mc,10.0,12.0,88.723,0.0,+1 Lap,57.0,18.0,21.449,No rain,21.1,68,2.06,0.0,2
2019,Br,le,Fe,14.0,18.0,71.423,0.0,DNF,65.0,29.0,22.966,No rain,21.25,86,4.63,0.0,1
2023,Sp,ke,,,,,,DNF,,10.0,22.124,No rain,9.61,85,3.09,0.0,2
2020,Em,gr,Ha,16.0,14.0,78.822,0.0,Finished,63.0,9.0,30.422,Rain,4.34,96,2.91,1.33,2
2021,Hu,ri,Mc,11.0,11.0,82.80199999999999,0.0,+1 Lap,69.0,2.0,24:17.127,No rain,1.26,70,3.09,0.0,2
2021,St,ve,As,14.0,12.0,69.821,0.0,+1 Lap,70.0,27.0,21.546,No rain,-2.06,86,1.54,0.0,1
2019,Hu,ke,,,,,,DNF,,38.0,21.618,No rain,1.26,70,3.09,0.0,1
2019,Si,kv,To,14.0,15.0,104.37100000000001,0.0,Finished,61.0,36.0,34.711,No rain,26.92,87,1.03,0.0,2
2022,Ab,al,Wi,19.0,13.0,89.939,0.0,+1 Lap,57.0,35.0,21.798,No rain,21.1,68,2.06,0.0,2
2019,Ja,pe,,,,,,DNF,,41.0,23.301,No rain,7.84,72,6.85,0.0,2
2019,Sp,ha,Me,2.0,1.0,78.492,26.0,Finished,66.0,27.0,22.265,No rain,9.61,85,3.09,0.0,2
2024,Un,sa,Fe,3.0,2.0,97.763,18.0,Finished,56.0,21.0,23.963,Rain,17.84,85,3.09,0.0,1
2023,Br,hu,,,,,,DNF,,32.0,30.003,No rain,4.18,97,2.28,0.0,2
2020,Br,ra,,,,,,DNF,,47.0,44.085,No rain,4.18,97,2.28,0.0,2
2020,Sp,ri,Re,13.0,11.0,82.464,0.0,+1 Lap,65.0,35.0,21.837,No rain,9.61,85,3.09,0.0,1
2021,Sp,la,Wi,19.0,16.0,82.905,0.0,+1 Lap,65.0,9.0,26.672,No rain,9.61,85,3.09,0.0,3
2021,Sa,ga,Al,6.0,6.0,92.297,8.0,Finished,50.0,13.0,16:41.775,No rain,26.03,53,2.06,0.0,1
2022,Un,ha,Me,3.0,2.0,99.83,18.0,Finished,56.0,12.0,24.362,Rain,17.84,85,3.09,0.0,2
2021,Ab,oc,Al,9.0,9.0,88.249,2.0,Finished,58.0,15.0,21.677,No rain,21.1,68,2.06,0.0,1
2020,Br,ma,,,,,,DNF,,50.0,28.273,No rain,4.18,97,2.28,0.0,2
2020,Ba,ha,Me,1.0,1.0,92.864,25.0,Finished,57.0,19.0,24.061,No rain,21.05,72,5.45,0.0,2
2022,Fr,ru,Me,6.0,3.0,97.548,15.0,Finished,53.0,18.0,38.277,No rain,8.64,77,3.73,0.1,1
2019,Ge,ra,,,,,,DNF,,3.0,27.256,No rain,0.22,86,0.0,0.0,1
2023,Br,zh,Al,17.0,15.0,91.769,0.0,Finished,52.0,33.0,28.709,No rain,4.18,97,2.28,0.0,3
2019,Ab,le,Fe,3.0,3.0,100.44200000000001,15.0,Finished,55.0,12.0,21.697,No rain,21.1,68,2.06,0.0,2
2022,Be,ve,As,10.0,8.0,112.515,4.0,Finished,44.0,14.0,23.222,Rain,-1.91,100,2.57,0.0,1
2022,Sã,zh,Al,13.0,12.0,75.80199999999999,0.0,Finished,71.0,16.0,24.332,No rain,21.25,86,4.63,0.0,2
2022,Mi,ts,Al,9.0,12.0,93.035,0.0,Finished,57.0,41.0,19.618,No rain,22.99,64,8.23,0.0,2
2022,Me,ru,Me,2.0,4.0,80.15299999999999,13.0,Finished,71.0,69.0,23.118,No rain,23.88,23,4.12,0.0,2
2024,Sa,ma,,,,,,DNF,,7.0,20.607,No rain,26.03,53,2.06,0.0,1
2020,St,ma,,,,,,DNF,,68.0,21.091,No rain,-2.06,86,1.54,0.0,2
2020,Sp,st,Ra,5.0,4.0,82.024,12.0,+1 Lap,65.0,27.0,22.351,No rain,9.61,85,3.09,0.0,2
2021,St,ru,Wi,10.0,19.0,70.499,0.0,DNF,36.0,26.0,46.315,No rain,-2.06,86,1.54,0.0,2
2023,It,ga,Al,17.0,15.0,85.758,0.0,Finished,51.0,31.0,24.686,Rain,5.0,87,0.45,1.0,2
2024,Ch,st,As,11.0,15.0,99.444,0.0,Finished,56.0,9.0,23.823,No rain,2.99,75,4.0,0.0,2
2020,Ru,al,Re,15.0,10.0,98.37700000000001,1.0,Finished,53.0,1.0,30.211,No rain,-0.89,51,7.0,0.0,2
2024,Mo,pi,Mc,2.0,2.0,,18.0,Finished,78.0,1.0,39:17.645,No rain,11.92,73,3.6,0.0,1
2019,Ru,ha,Me,2.0,1.0,95.761,26.0,Finished,53.0,28.0,29.751,No rain,-0.89,51,7.0,0.0,1
2019,Si,gi,Al,10.0,10.0,105.63,1.0,Finished,61.0,34.0,29.070,No rain,26.92,87,1.03,0.0,2
2023,Ca,bo,Al,14.0,10.0,76.625,1.0,Finished,70.0,36.0,24.038,No rain,-4.97,57,6.69,0.0,1
2022,Sa,al,Wi,16.0,14.0,94.368,0.0,DNF,47.0,13.0,20.683,No rain,26.03,53,2.06,0.0,1
2021,Po,bo,Me,1.0,3.0,79.865,16.0,Finished,66.0,2.0,21.377,No rain,10.33,88,1.9,0.0,2
2022,Sã,bo,Al,14.0,9.0,75.511,2.0,Finished,71.0,45.0,24.616,No rain,21.25,86,4.63,0.0,2
2022,Si,ru,Me,0.0,14.0,106.458,0.0,+2 Laps,57.0,21.0,30.378,No rain,26.92,87,1.03,0.0,4
2023,La,ts,Al,20.0,18.0,97.587,0.0,DNF,46.0,21.0,20.894,No rain,14.64,31,1.54,0.0,2
2021,Po,gi,Al,12.0,12.0,82.167,0.0,+1 Lap,65.0,2.0,22.485,No rain,10.33,88,1.9,0.0,1
2022,Me,ve,As,16.0,14.0,83.086,0.0,+1 Lap,70.0,38.0,22.534,No rain,23.88,23,4.12,0.0,1
2019,Au,ma,,,,,,DNF,,31.0,21.110,No rain,-2.06,86,1.54,0.0,1
2019,Sp,ru,Wi,19.0,17.0,82.382,0.0,+1 Lap,65.0,32.0,22.442,No rain,9.61,85,3.09,0.0,1
2023,Hu,bo,Al,7.0,12.0,83.651,0.0,+1 Lap,69.0,9.0,22.114,No rain,1.26,70,3.09,0.0,2
2021,Sã,ru,Wi,17.0,13.0,74.355,0.0,+1 Lap,70.0,7.0,20.844,No rain,21.25,86,4.63,0.0,2
2023,Br,ha,Me,7.0,3.0,90.545,15.0,Finished,52.0,33.0,29.169,No rain,4.18,97,2.28,0.0,1
2022,Az,no,Mc,11.0,9.0,107.997,2.0,Finished,51.0,20.0,21.443,Rain,4.97,75,12.35,0.0,1
2022,Ca,ve,As,16.0,12.0,77.956,0.0,Finished,70.0,5.0,23.406,No rain,-4.97,57,6.69,0.0,2
2020,70,ma,,,,,,DNF,,32.0,28.986,No rain,4.18,97,2.28,0.0,2
2020,Ab,pi,,,,,,DNF,,10.0,26.329,No rain,21.1,68,2.06,0.0,3
2024,Ch,ma,,,,,,DNF,,23.0,22.270,No rain,2.99,75,4.0,0.0,2
2022,Hu,ve,As,18.0,10.0,82.824,1.0,+1 Lap,69.0,15.0,21.402,No rain,1.26,70,3.09,0.0,1
2020,Ba,pe,,,,,,DNF,,20.0,24.317,No rain,21.05,72,5.45,0.0,2
2024,Be,ri,RB,13.0,10.0,107.435,1.0,Finished,44.0,21.0,22.328,Rain,-1.91,100,2.57,0.0,2
2024,It,hu,,,,,,DNF,,32.0,36.576,Rain,5.0,87,0.45,1.0,2
2021,Az,gi,Al,20.0,11.0,105.575,0.0,Finished,51.0,34.0,20.193,Rain,4.97,75,12.35,0.0,2
2023,Qa,oc,Al,8.0,7.0,86.45,6.0,Finished,57.0,10.0,28.961,No rain,20.97,72,3.43,0.0,2
2019,Be,ru,Wi,14.0,15.0,108.86,0.0,+1 Lap,43.0,30.0,22.442,Rain,-1.91,100,2.57,0.0,1
2021,Du,ha,Me,2.0,2.0,71.097,19.0,Finished,72.0,20.0,19.770,No rain,1.59,88,3.6,0.0,3
2020,70,ri,Re,5.0,14.0,91.168,0.0,+1 Lap,51.0,14.0,28.587,No rain,4.18,97,2.28,0.0,2
2023,Mo,zh,Al,19.0,13.0,76.926,0.0,+1 Lap,77.0,1.0,26.141,No rain,11.92,73,3.6,0.0,2
2019,Ru,sa,Mc,5.0,6.0,98.02000000000001,8.0,Finished,53.0,21.0,30.103,No rain,-0.89,51,7.0,0.0,1
2022,Au,st,As,12.0,13.0,70.048,0.0,+1 Lap,70.0,29.0,21.431,No rain,-2.06,86,1.54,0.0,1
2021,Ba,ri,Mc,6.0,7.0,94.932,6.0,Finished,56.0,13.0,24.688,No rain,21.05,72,5.45,0.0,2
2021,Sa,gi,Al,10.0,9.0,92.86500000000001,2.0,Finished,50.0,13.0,16:44.917,No rain,26.03,53,2.06,0.0,1
2019,Fr,ku,Wi,18.0,18.0,96.608,0.0,+2 Laps,51.0,24.0,29.792,No rain,8.64,77,3.73,0.1,1
2024,Sa,le,Fe,2.0,3.0,91.632,16.0,Finished,50.0,7.0,23.419,No rain,26.03,53,2.06,0.0,1
2021,Au,bo,Me,5.0,2.0,68.374,18.0,Finished,71.0,30.0,21.071,No rain,-2.06,86,1.54,0.0,1
2021,Au,mi,,,,,,DNF,,34.0,21.798,No rain,-2.06,86,1.54,0.0,1
2020,Ei,ke,,,,,,DNF,,14.0,23.016,No rain,-2.31,93,3.09,0.0,2
2019,Ja,ga,To,9.0,7.0,95.321,6.0,+1 Lap,51.0,18.0,23.180,No rain,7.84,72,6.85,0.0,1
2020,It,ri,Re,7.0,6.0,83.898,8.0,Finished,53.0,26.0,25:23.637,Rain,5.0,87,0.45,1.0,2
2020,Ab,kv,Al,7.0,11.0,102.70400000000001,0.0,+1 Lap,54.0,10.0,25.724,No rain,21.1,68,2.06,0.0,1
2019,Ru,gi,Al,12.0,15.0,98.696,0.0,Finished,53.0,27.0,30.227,No rain,-0.89,51,7.0,0.0,2
2022,Mi,ke,,,,,,DNF,,42.0,20.673,No rain,22.99,64,8.23,0.0,2
2024,Mo,sa,Fe,3.0,3.0,,15.0,Finished,78.0,1.0,38:47.072,No rain,11.92,73,3.6,0.0,1
2024,Be,ke,,,,,,DNF,,17.0,23.619,Rain,-1.91,100,2.57,0.0,1
2023,Be,ts,Al,11.0,10.0,111.394,1.0,Finished,44.0,24.0,22.737,Rain,-1.91,100,2.57,0.0,2
2021,Em,oc,Al,9.0,9.0,79.422,2.0,Finished,63.0,31.0,30.701,Rain,4.34,96,2.91,1.33,3
2023,Me,ri,Al,4.0,7.0,82.679,6.0,Finished,71.0,34.0,20:17.136,No rain,23.88,23,4.12,0.0,2
2021,Ru,ri,Mc,5.0,4.0,99.124,12.0,Finished,53.0,48.0,31.016,No rain,-0.89,51,7.0,0.0,2
2022,Au,ve,As,18.0,17.0,70.001,0.0,+1 Lap,70.0,20.0,22.112,No rain,-2.06,86,1.54,0.0,1
2020,70,ri,Re,5.0,14.0,91.168,0.0,+1 Lap,51.0,26.0,28.167,No rain,4.18,97,2.28,0.0,2
2023,Qa,al,As,4.0,6.0,86.045,8.0,Finished,57.0,26.0,28.432,No rain,20.97,72,3.43,0.0,2
2024,Em,ke,,,,,,DNF,,37.0,31.302,Rain,4.34,96,2.91,1.33,1
2021,Em,oc,Al,9.0,9.0,79.422,2.0,Finished,63.0,27.0,30.652,Rain,4.34,96,2.91,1.33,3
2019,Ch,gi,Al,19.0,15.0,98.048,0.0,+1 Lap,55.0,30.0,25.137,No rain,2.99,75,4.0,0.0,2
2019,Ch,bo,Me,1.0,2.0,94.872,18.0,Finished,56.0,21.0,22.196,No rain,2.99,75,4.0,0.0,1
2024,Be,ke,,,,,,DNF,,17.0,23.619,Rain,-1.91,100,2.57,0.0,1
2023,Be,pe,,,,,,DNF,,13.0,23.684,Rain,-1.91,100,2.57,0.0,1
2023,Me,no,Mc,17.0,5.0,81.944,10.0,Finished,71.0,33.0,22.563,No rain,23.88,23,4.12,0.0,3
2020,St,ra,,,,,,DNF,,44.0,21.459,No rain,-2.06,86,1.54,0.0,1
2024,Hu,sa,Wi,14.0,17.0,80.561,0.0,+1 Lap,69.0,33.0,21.398,No rain,1.26,70,3.09,0.0,2
2023,Un,st,As,0.0,7.0,99.908,6.0,Finished,56.0,20.0,24.457,Rain,17.84,85,3.09,0.0,1
2020,Ab,ve,Fe,13.0,14.0,101.475,0.0,+1 Lap,54.0,35.0,22.040,No rain,21.1,68,2.06,0.0,1
2024,Ja,pe,,,,,,DNF,,1.0,26:17.661,No rain,7.84,72,6.85,0.0,2
2019,Ge,hu,,,,,,DNF,,15.0,20.118,No rain,0.22,86,0.0,0.0,2
2022,Un,la,Wi,17.0,17.0,103.485,0.0,Finished,56.0,18.0,24.195,Rain,17.84,85,3.09,0.0,2
2020,Ab,sa,Mc,6.0,6.0,101.947,8.0,Finished,55.0,10.0,22.140,No rain,21.1,68,2.06,0.0,1
2023,Ba,ts,Al,14.0,11.0,96.637,0.0,Finished,57.0,10.0,25.267,No rain,21.05,72,5.45,0.0,2
2021,Ru,ha,Me,4.0,1.0,97.575,25.0,Finished,53.0,49.0,30.045,No rain,-0.89,51,7.0,0.0,2
2023,Sa,sa,Fe,4.0,6.0,92.822,8.0,Finished,50.0,15.0,20.760,No rain,26.03,53,2.06,0.0,1
2024,Br,zh,Sa,14.0,18.0,91.014,0.0,+2 Laps,50.0,12.0,29.178,No rain,4.18,97,2.28,0.0,3
2024,Un,al,Wi,14.0,16.0,99.084,0.0,+1 Lap,55.0,33.0,24.391,Rain,17.84,85,3.09,0.0,2
2021,Mo,ma,Ha,19.0,17.0,76.866,0.0,DNF,75.0,34.0,25.202,No rain,11.92,73,3.6,0.0,1
2022,Sp,la,Wi,19.0,16.0,87.246,0.0,+2 Laps,64.0,12.0,23.189,No rain,9.61,85,3.09,0.0,2
2024,Ca,oc,Al,18.0,10.0,77.012,1.0,Finished,70.0,,,No rain,-4.97,57,6.69,0.0,0
2019,Be,ga,To,13.0,9.0,109.7,2.0,Finished,44.0,13.0,22.772,Rain,-1.91,100,2.57,0.0,1
2023,Mo,al,Wi,13.0,14.0,76.672,0.0,+1 Lap,77.0,52.0,26.990,No rain,11.92,73,3.6,0.0,2
2024,Hu,ga,Al,0.0,20.0,83.34,0.0,DNF,33.0,28.0,21.405,No rain,1.26,70,3.09,0.0,1
2021,Fr,le,Fe,7.0,16.0,97.681,0.0,+1 Lap,52.0,14.0,30.798,No rain,8.64,77,3.73,0.1,2
2024,Em,zh,Sa,17.0,15.0,81.01599999999999,0.0,+1 Lap,62.0,33.0,30.244,Rain,4.34,96,2.91,1.33,1
2020,Ab,st,Ra,8.0,10.0,101.866,1.0,Finished,55.0,10.0,22.036,No rain,21.1,68,2.06,0.0,1
